timestamp,device,warehouse_id,temperature,humidity,voc,carbon_dioxide,hydrogen_sulfide,ammonia,oxygen,missing_timestamp,missing_data,temperature_imputation_method,humidity_imputation_method,ammonia_imputation_method,oxygen_imputation_method,hydrogen_sulfide_imputation_method,voc_imputation_method,carbon_dioxide_imputation_method
2021-09-23 19:10:00,ML001,WC001,32.17,48.67,145.0,744.0,0.07,1.73,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 19:15:00,ML001,WC001,32.19,48.93,147.0,711.0,0.07,1.64,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 19:20:00,ML001,WC001,32.24,49.0,149.0,679.0,0.07,1.9,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 19:25:00,ML001,WC001,32.22,49.44,150.0,679.0,0.07,1.65,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 19:30:00,ML001,WC001,32.21,49.65,151.0,697.0,0.07,1.65,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 19:35:00,ML001,WC001,32.23,49.77,153.0,651.0,0.07,1.89,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 19:40:00,ML001,WC001,32.28,49.99,154.0,656.0,0.07,1.66,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 19:45:00,ML001,WC001,32.3,50.02,155.0,630.0,0.07,2.11,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 19:50:00,ML001,WC001,32.3,50.2,156.0,657.0,0.08,1.76,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 19:55:00,ML001,WC001,32.33,50.27,158.0,635.0,0.08,1.88,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 20:00:00,ML001,WC001,32.32,50.44,159.0,647.0,0.08,1.92,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 20:05:00,ML001,WC001,32.35,50.68,160.0,655.0,0.08,1.73,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 20:10:00,ML001,WC001,32.35,50.89,161.0,607.0,0.08,1.8,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 20:15:00,ML001,WC001,32.38,50.84,162.0,649.0,0.08,1.8,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 20:20:00,ML001,WC001,32.4,50.62,162.0,626.0,0.08,1.87,19.78,False,0,original,original,original,original,original,original,original
2021-09-23 20:25:00,ML001,WC001,32.44,50.79,163.0,622.0,0.08,2.17,19.8,False,0,original,original,original,original,original,original,original
2021-09-23 20:30:00,ML001,WC001,32.39,51.09,163.0,624.0,0.08,1.81,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 20:35:00,ML001,WC001,32.43,51.09,163.0,600.0,0.08,1.79,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 20:40:00,ML001,WC001,32.43,51.28,163.0,611.0,0.08,1.94,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 20:45:00,ML001,WC001,32.45,51.34,163.0,618.0,0.08,1.9,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 20:50:00,ML001,WC001,32.43,51.3,163.0,596.0,0.08,1.81,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 20:55:00,ML001,WC001,32.46,51.22,162.0,610.0,0.08,1.88,19.8,False,0,original,original,original,original,original,original,original
2021-09-23 21:00:00,ML001,WC001,32.5,50.99,162.0,643.0,0.08,2.22,19.8,False,0,original,original,original,original,original,original,original
2021-09-23 21:05:00,ML001,WC001,32.48,51.49,162.0,577.0,0.08,1.85,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 21:10:00,ML001,WC001,32.5,51.48,162.0,624.0,0.08,1.87,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 21:15:00,ML001,WC001,32.5,51.5,162.0,544.0,0.08,2.21,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 21:20:00,ML001,WC001,32.52,51.84,161.0,571.0,0.08,2.05,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 21:25:00,ML001,WC001,32.54,51.99,161.0,553.0,0.08,1.86,19.8,False,0,original,original,original,original,original,original,original
2021-09-23 21:30:00,ML001,WC001,32.55,51.94,160.0,588.0,0.09,2.31,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 21:35:00,ML001,WC001,32.54,52.07,159.0,573.0,0.08,2.13,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 21:40:00,ML001,WC001,32.55,52.21,159.0,585.0,0.08,1.88,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 21:45:00,ML001,WC001,32.58,52.04,158.0,584.0,0.08,1.99,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 21:50:00,ML001,WC001,32.58,52.02,157.0,545.0,0.09,2.38,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 21:55:00,ML001,WC001,32.55,52.13,156.0,562.0,0.09,2.19,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 22:00:00,ML001,WC001,32.57,52.27,155.0,569.0,0.09,1.9,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 22:05:00,ML001,WC001,32.58,52.19,154.0,529.0,0.09,2.03,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 22:10:00,ML001,WC001,32.59,52.21,153.0,582.0,0.09,2.06,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 22:15:00,ML001,WC001,32.59,52.39,152.0,531.0,0.08,2.16,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 22:20:00,ML001,WC001,32.61,52.09,152.0,540.0,0.09,2.02,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 22:25:00,ML001,WC001,32.6,52.36,151.0,546.0,0.09,2.1,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 22:30:00,ML001,WC001,32.63,52.13,150.0,586.0,0.09,2.15,19.78,False,0,original,original,original,original,original,original,original
2021-09-23 22:35:00,ML001,WC001,32.61,52.22,150.0,529.0,0.09,2.33,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 22:40:00,ML001,WC001,32.62,52.51,148.0,587.0,0.09,2.14,19.85,False,0,original,original,original,original,original,original,original
2021-09-23 22:45:00,ML001,WC001,32.62,52.28,147.0,563.0,0.09,2.03,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 22:50:00,ML001,WC001,32.65,52.17,146.0,549.0,0.09,2.58,19.84,False,0,original,original,original,original,original,original,original
2021-09-23 22:55:00,ML001,WC001,32.62,52.3,146.0,512.0,0.09,2.39,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 23:00:00,ML001,WC001,32.59,52.38,145.0,537.0,0.09,2.09,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 23:05:00,ML001,WC001,32.61,52.26,144.0,540.0,0.09,2.23,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 23:10:00,ML001,WC001,32.63,52.52,143.0,565.0,0.09,2.12,19.81,False,0,original,original,original,original,original,original,original
2021-09-23 23:15:00,ML001,WC001,32.62,52.47,142.0,522.0,0.09,2.57,19.78,False,0,original,original,original,original,original,original,original
2021-09-23 23:20:00,ML001,WC001,32.62,52.57,142.0,522.0,0.09,2.24,19.84,False,0,original,original,original,original,original,original,original
2021-09-23 23:25:00,ML001,WC001,32.63,52.61,141.0,506.0,0.09,2.3,19.82,False,0,original,original,original,original,original,original,original
2021-09-23 23:30:00,ML001,WC001,32.62,52.43,140.0,508.0,0.09,2.29,19.85,False,0,original,original,original,original,original,original,original
2021-09-23 23:35:00,ML001,WC001,32.65,52.41,140.0,562.0,0.1,2.37,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 23:40:00,ML001,WC001,32.61,52.54,139.0,505.0,0.09,2.13,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 23:45:00,ML001,WC001,32.62,52.67,138.0,534.0,0.09,2.24,19.75,False,0,original,original,original,original,original,original,original
2021-09-23 23:50:00,ML001,WC001,32.64,52.82,138.0,515.0,0.09,2.17,19.83,False,0,original,original,original,original,original,original,original
2021-09-23 23:55:00,ML001,WC001,32.65,52.9,137.0,496.0,0.09,2.16,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 00:00:00,ML001,WC001,32.63,52.78,137.0,517.0,0.09,2.13,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 00:05:00,ML001,WC001,32.6,52.71,136.0,507.0,0.09,2.1,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 00:10:00,ML001,WC001,32.63,52.83,135.0,516.0,0.09,2.04,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 00:15:00,ML001,WC001,32.62,52.78,134.0,504.0,0.09,2.13,19.8,False,0,original,original,original,original,original,original,original
2021-09-24 00:20:00,ML001,WC001,32.62,52.49,133.0,480.0,0.09,2.1,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 00:25:00,ML001,WC001,32.65,52.55,132.0,496.0,0.09,2.54,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 00:30:00,ML001,WC001,32.62,52.67,131.0,502.0,0.09,2.09,19.77,False,0,original,original,original,original,original,original,original
2021-09-24 00:35:00,ML001,WC001,32.64,52.86,130.0,504.0,0.09,2.07,19.77,False,0,original,original,original,original,original,original,original
2021-09-24 00:40:00,ML001,WC001,32.61,52.72,129.0,495.0,0.09,2.05,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 00:45:00,ML001,WC001,32.66,52.61,128.0,482.0,0.09,2.09,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 00:50:00,ML001,WC001,32.63,52.67,127.0,485.0,0.09,2.07,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 00:55:00,ML001,WC001,32.61,52.86,126.0,481.0,0.09,2.24,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 01:00:00,ML001,WC001,32.65,52.61,125.0,511.0,0.09,2.05,19.85,False,0,original,original,original,original,original,original,original
2021-09-24 01:05:00,ML001,WC001,32.63,52.73,124.0,505.0,0.09,2.21,19.78,False,0,original,original,original,original,original,original,original
2021-09-24 01:10:00,ML001,WC001,32.62,52.79,123.0,489.0,0.09,2.3,19.79,False,0,original,original,original,original,original,original,original
2021-09-24 01:15:00,ML001,WC001,32.64,52.77,122.0,481.0,0.09,2.14,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 01:20:00,ML001,WC001,32.63,52.84,121.0,520.0,0.09,2.22,19.85,False,0,original,original,original,original,original,original,original
2021-09-24 01:25:00,ML001,WC001,32.61,52.89,121.0,429.0,0.09,2.32,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 01:30:00,ML001,WC001,32.6,52.8,120.0,510.0,0.09,2.62,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 01:35:00,ML001,WC001,32.61,52.93,120.0,493.0,0.1,2.38,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 01:40:00,ML001,WC001,32.63,52.8,119.0,510.0,0.09,2.51,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 01:45:00,ML001,WC001,32.58,52.66,119.0,488.0,0.09,2.28,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 01:50:00,ML001,WC001,32.59,52.85,118.0,506.0,0.1,2.56,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 01:55:00,ML001,WC001,32.59,52.91,118.0,493.0,0.1,2.45,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 02:00:00,ML001,WC001,32.56,52.71,117.0,456.0,0.09,2.38,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 02:05:00,ML001,WC001,32.58,52.64,117.0,484.0,0.1,2.29,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 02:10:00,ML001,WC001,32.59,53.05,117.0,487.0,0.1,2.34,19.79,False,0,original,original,original,original,original,original,original
2021-09-24 02:15:00,ML001,WC001,32.58,52.61,116.0,439.0,0.1,2.44,19.79,False,0,original,original,original,original,original,original,original
2021-09-24 02:20:00,ML001,WC001,32.58,52.75,116.0,459.0,0.1,2.58,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 02:25:00,ML001,WC001,32.63,52.83,116.0,454.0,0.1,2.53,19.85,False,0,original,original,original,original,original,original,original
2021-09-24 02:30:00,ML001,WC001,32.57,53.13,116.0,461.0,0.1,2.64,19.79,False,0,original,original,original,original,original,original,original
2021-09-24 02:35:00,ML001,WC001,32.62,52.97,116.0,467.0,0.1,2.75,19.8,False,0,original,original,original,original,original,original,original
2021-09-24 02:40:00,ML001,WC001,32.55,53.03,116.0,447.0,0.11,2.68,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 02:45:00,ML001,WC001,32.55,52.76,116.0,431.0,0.11,2.77,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 02:50:00,ML001,WC001,32.54,52.84,115.0,460.0,0.11,2.87,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 02:55:00,ML001,WC001,32.58,52.8,115.0,469.0,0.11,2.92,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 03:00:00,ML001,WC001,32.58,52.61,115.0,484.0,0.11,2.78,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 03:05:00,ML001,WC001,32.58,52.49,115.0,432.0,0.11,2.76,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 03:10:00,ML001,WC001,32.58,53.03,115.0,500.0,0.12,3.0,19.8,False,0,original,original,original,original,original,original,original
2021-09-24 03:15:00,ML001,WC001,32.59,52.84,115.0,450.0,0.12,3.01,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 03:20:00,ML001,WC001,32.57,52.92,115.0,431.0,0.11,3.23,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 03:25:00,ML001,WC001,32.59,52.98,115.0,491.0,0.12,3.06,19.77,False,0,original,original,original,original,original,original,original
2021-09-24 03:30:00,ML001,WC001,32.58,53.08,115.0,456.0,0.12,3.06,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 03:35:00,ML001,WC001,32.58,52.68,115.0,459.0,0.12,2.86,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 03:40:00,ML001,WC001,32.59,52.81,116.0,454.0,0.12,3.09,19.9,False,0,original,original,original,original,original,original,original
2021-09-24 03:45:00,ML001,WC001,32.55,53.01,116.0,447.0,0.12,2.85,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 03:50:00,ML001,WC001,32.54,52.97,116.0,462.0,0.12,3.09,19.85,False,0,original,original,original,original,original,original,original
2021-09-24 03:55:00,ML001,WC001,32.56,53.01,116.0,450.0,0.12,3.11,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 04:00:00,ML001,WC001,32.54,52.77,116.0,469.0,0.12,3.3,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 04:05:00,ML001,WC001,32.56,52.66,116.0,473.0,0.12,3.55,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 04:10:00,ML001,WC001,32.54,52.9,116.0,488.0,0.12,3.09,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 04:15:00,ML001,WC001,32.54,53.0,116.0,469.0,0.12,3.27,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 04:20:00,ML001,WC001,32.54,53.0,116.0,454.0,0.13,3.36,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 04:25:00,ML001,WC001,32.53,52.85,116.0,450.0,0.12,3.46,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 04:30:00,ML001,WC001,32.54,53.152,116.0,490.375,0.12,3.566,19.861,True,1,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed
2021-09-24 04:35:00,ML001,WC001,32.54,53.156,116.0,510.75,0.12,3.762,19.851,True,1,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed
2021-09-24 04:40:00,ML001,WC001,32.54,53.284,116.0,526.547,0.12,3.78,19.852,True,1,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed,rolling_iqr_imputed
2021-09-24 04:45:00,ML001,WC001,33.01,51.47,97.0,465.0,0.15,3.89,19.88,False,0,original,original,original,original,original,original,original
2021-09-24 04:50:00,ML001,WC001,32.79,51.75,95.0,491.0,0.15,4.61,19.86,False,0,original,original,original,original,original,original,original
2021-09-24 04:55:00,ML001,WC001,32.63,51.96,92.0,433.0,0.14,3.89,19.87,False,0,original,original,original,original,original,original,original
2021-09-24 05:00:00,ML001,WC001,32.57,52.83,90.0,428.0,0.16,4.13,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 05:05:00,ML001,WC001,32.53,52.7,88.0,433.0,0.16,4.01,19.85,False,0,original,original,original,original,original,original,original
2021-09-24 05:10:00,ML001,WC001,32.5,52.86,86.0,457.0,0.16,4.64,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 05:15:00,ML001,WC001,32.46,52.95,84.0,448.0,0.16,4.33,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 05:20:00,ML001,WC001,32.49,52.85,82.0,465.0,0.15,4.37,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 05:25:00,ML001,WC001,32.47,52.88,81.0,459.0,0.16,4.3,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 05:30:00,ML001,WC001,32.46,53.08,79.0,454.0,0.16,4.53,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 05:35:00,ML001,WC001,32.43,52.99,78.0,459.0,0.18,5.23,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 05:40:00,ML001,WC001,32.47,53.22,77.0,462.0,0.18,5.42,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 05:45:00,ML001,WC001,32.43,53.02,76.0,452.0,0.18,4.53,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 05:50:00,ML001,WC001,32.44,53.15,75.0,431.0,0.17,4.53,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 05:55:00,ML001,WC001,32.44,52.89,75.0,465.0,0.18,5.42,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 06:00:00,ML001,WC001,32.41,52.83,74.0,434.0,0.18,4.39,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 06:05:00,ML001,WC001,32.43,53.14,74.0,447.0,0.17,5.28,19.84,False,0,original,original,original,original,original,original,original
2021-09-24 06:10:00,ML001,WC001,32.4,53.29,74.0,460.0,0.19,5.39,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 06:15:00,ML001,WC001,32.41,53.2,74.0,457.0,0.19,5.29,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 06:20:00,ML001,WC001,32.4,53.35,74.0,464.0,0.19,6.24,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 06:25:00,ML001,WC001,32.38,53.0,74.0,434.0,0.19,5.62,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 06:30:00,ML001,WC001,32.4,53.13,74.0,438.0,0.18,4.93,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 06:35:00,ML001,WC001,32.38,53.08,74.0,455.0,0.19,5.33,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 06:40:00,ML001,WC001,32.38,52.93,74.0,452.0,0.2,5.43,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 06:45:00,ML001,WC001,32.37,53.07,74.0,403.0,0.19,5.5,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 06:50:00,ML001,WC001,32.38,53.03,74.0,417.0,0.19,5.51,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 06:55:00,ML001,WC001,32.37,53.04,74.0,435.0,0.2,5.62,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 07:00:00,ML001,WC001,32.37,53.18,74.0,420.0,0.2,6.47,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 07:05:00,ML001,WC001,32.38,53.06,75.0,467.0,0.2,6.63,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 07:10:00,ML001,WC001,32.37,52.82,75.0,462.0,0.2,6.63,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 07:15:00,ML001,WC001,32.4,52.94,75.0,450.0,0.21,7.05,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 07:20:00,ML001,WC001,32.38,53.25,76.0,425.0,0.23,7.67,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 07:25:00,ML001,WC001,32.42,53.29,76.0,441.0,0.22,7.02,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 07:30:00,ML001,WC001,32.34,53.07,77.0,463.0,0.22,6.75,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 07:35:00,ML001,WC001,32.36,53.05,77.0,442.0,0.22,6.97,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 07:40:00,ML001,WC001,32.38,53.16,77.0,449.0,0.23,8.09,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 07:45:00,ML001,WC001,32.4,52.95,78.0,436.0,0.25,8.54,19.86,False,0,original,original,original,original,original,original,original
2021-09-24 07:50:00,ML001,WC001,32.37,53.25,78.0,462.0,0.25,8.15,19.8,False,0,original,original,original,original,original,original,original
2021-09-24 07:55:00,ML001,WC001,32.36,53.24,79.0,451.0,0.24,8.01,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 08:00:00,ML001,WC001,32.34,52.54,80.0,477.0,0.21,6.86,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 08:05:00,ML001,WC001,32.37,53.29,80.0,424.0,0.25,7.9,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 08:10:00,ML001,WC001,32.36,52.96,81.0,448.0,0.26,8.51,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 08:15:00,ML001,WC001,32.37,53.07,81.0,437.0,0.27,9.43,19.77,False,0,original,original,original,original,original,original,original
2021-09-24 08:20:00,ML001,WC001,32.37,52.76,81.0,444.0,0.26,7.86,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 08:25:00,ML001,WC001,32.39,53.21,82.0,471.0,0.28,9.68,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 08:30:00,ML001,WC001,32.36,53.41,82.0,481.0,0.32,11.83,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 08:35:00,ML001,WC001,32.4,53.16,83.0,454.0,0.3,9.64,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 08:40:00,ML001,WC001,32.41,53.14,83.0,437.0,0.3,10.71,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 08:45:00,ML001,WC001,32.36,53.16,83.0,462.0,0.3,11.12,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 08:50:00,ML001,WC001,32.41,53.09,84.0,452.0,0.33,11.9,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 08:55:00,ML001,WC001,32.37,53.28,84.0,470.0,0.32,12.04,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 09:00:00,ML001,WC001,32.36,52.79,85.0,449.0,0.32,10.86,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 09:05:00,ML001,WC001,32.35,53.03,85.0,462.0,0.33,12.0,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 09:10:00,ML001,WC001,32.36,52.95,86.0,489.0,0.37,13.67,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 09:15:00,ML001,WC001,32.32,52.84,87.0,479.0,0.43,15.18,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 09:20:00,ML001,WC001,32.3,52.57,89.0,458.0,0.55,20.64,19.81,False,0,original,original,original,original,original,original,original
2021-09-24 09:25:00,ML001,WC001,32.33,52.28,90.0,484.0,0.49,17.46,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 09:30:00,ML001,WC001,32.34,52.55,91.0,478.0,0.47,18.5,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 09:35:00,ML001,WC001,32.3,51.6,92.0,489.0,0.39,13.07,19.82,False,0,original,original,original,original,original,original,original
2021-09-24 09:40:00,ML001,WC001,32.28,51.64,92.0,485.0,0.36,12.39,19.83,False,0,original,original,original,original,original,original,original
2021-09-24 09:45:00,ML001,WC001,32.32,51.63,92.0,483.0,0.35,12.11,19.79,False,0,original,original,original,original,original,original,original
2021-09-24 09:50:00,ML001,WC001,32.31,51.48,92.0,485.0,0.37,12.34,19.83,False,0,original,original,original,original,original,original,original
